,text,category,polarity
3487,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",5,1
3488,"do not get the go go hamburgers , no matter what the reviews say .",0,-1
3489,the sandwhiches are out-of-this world!,0,1
3490,"if you live in upper manhattan , siam square is the place for thia food .",4,1
3491,decor is charming .,3,1
3492,the food was very well prepared .,0,1
3493,really tasty spring rolls and noodles for a good price though .,0,1
3494,really tasty spring rolls and noodles for a good price though .,5,1
3495,stay away from this place .,4,-1
3498,"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing , the drinks here are plentiful and unique .",5,-1
3499,"complimentary stuff kept coming , and when the waiter saw me opening a gift , i received my dessert on a plate that had happy birthday written on it , with a candlevery nice touch , and attentive staff .",1,1
3500,"the food arrived 20 minutes after i called , cold and soggy .",0,-1
3501,"the food arrived 20 minutes after i called , cold and soggy .",1,-1
3502,"if you go for the pre-theatre menu , it's an even greater deal .",5,1
3503,"the one up front will smile and say what can i get for you , brother?",1,0
3504,brava la pizza fresca!,4,1
3506,"the prices cannot be beat for the quality , quantity , freshness and taste .",5,1
3507,"the prices cannot be beat for the quality , quantity , freshness and taste .",0,1
3508,"check it out , it won't hurt your stomach or your wallet .",4,1
3509,"check it out , it won't hurt your stomach or your wallet .",0,1
3510,"check it out , it won't hurt your stomach or your wallet .",5,1
3511,"if just to drop in , quickly stuff yourself and jet out -- to keep their turn-over .",4,-1
3512,"little tonino's is just awesome , our favorite delivery place in kennsington , honestly the best gnochi i have ever had!",0,1
3513,incredibly poor service an food quality at exorbitant prices .,0,-1
3514,incredibly poor service an food quality at exorbitant prices .,1,-1
3515,incredibly poor service an food quality at exorbitant prices .,5,-1
3516,i have been about 4 times and have always had a great meal .,0,1
3517,i go back in line like three times on average until i can't walk anymore .,4,0
3518,we usually just get some of the dinner specials and they are very reasonably priced and very tasty .,0,1
3519,we usually just get some of the dinner specials and they are very reasonably priced and very tasty .,5,1
3520,horrible food and horrible service .,0,-1
3521,horrible food and horrible service .,1,-1
3522,the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling .,0,1
3523,bleecker st pizza is the best!,4,1
3524,i do not recommend the heartland brewery .,4,-1
3525,they treated us well and the food was extremely fresh and well-prepared .,0,1
3526,they treated us well and the food was extremely fresh and well-prepared .,1,1
3527,their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,0,1
3528,the big complaint : no toasting available .,0,-1
3529,"even if the food wasn't this good , the garden is a great place to sit outside and relax .",0,1
3530,"even if the food wasn't this good , the garden is a great place to sit outside and relax .",3,1
3531,"volare virgins or weekly regulars , everyone gets treated the same and you can't ask for more than that when the service is this friendly .",1,1
3532,"the food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .",0,-1
3533,"the food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .",1,-1
3534,"the chicken and steak were seasoned and cooked to perfection , and the lamb sandwhich is great for heartier appetites .",0,1
3535,faan is sooo good .,4,1
3536,we saw them heating up at least one frozen item though i'm not sure which dim sum dish it was .,0,-1
3537,no you're going to go back because the food was good .,4,1
3538,no you're going to go back because the food was good .,0,1
3539,the food was great and the service was even better .,0,1
3540,the food was great and the service was even better .,1,1
3541,"while this can hardly be called a restaurant , it is possibly the best deal in manhatten : $4 for a plate heaped with rice and 2-3 entrees .",3,-1
3542,"while this can hardly be called a restaurant , it is possibly the best deal in manhatten : $4 for a plate heaped with rice and 2-3 entrees .",5,1
3544,the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef ( usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt ) .,0,1
3545,"consequently , their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them .",0,-1
3546,"consequently , their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them .",4,-1
3547,my son and his girlfriend both wanted cheeseburgers and they were huge!,0,1
3548,i really recommend the very simple unda ( egg ) rolls .,0,1
3549,i will not be coming here at 3am again .,4,-1
3550,unbelievable .,4,1
3551,very good wine choices .,0,1
3552,"this is the only thai place i go too in nyc , it's wonderful , and live relaxed jazz on certain nights .",3,1
3553,we will be back .,4,1
3554,we were seated and ignored by waitstaff .,1,-1
3555,"if you are in a big group , this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here .",3,1
3556,they showed up 15 minutes after the tuna melt .,1,-1
3557,"tasty steak , pork loin , the works .",0,1
3559,i went to ruby foos for my birthday and enjoyed our experience there .,4,1
3560,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,3,1
3561,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,1,1
3562,"the burger was great , also .",0,1
3563,"they did give a 15% discount at the end , wasn't enough , as they knew the service was horrible .",1,-1
3565,"just because it's cheap does not mean the portions are small or the food is nasty , it is great!",0,1
3566,"just because it's cheap does not mean the portions are small or the food is nasty , it is great!",5,1
3567,the pizza was great .,0,1
3568,and everytime i go there's a bunch of drunk idiots making a scene out front .,3,-1
3569,i had never had edamame pureed before but i thought it was innovative and tasty ( could've used a bit more salt ) .,0,1
3570,"however , it's the service that leaves a bad taste in my mouth .",1,-1
3571,"when we notified him that he didn't mention the specials , he didn't apologize but let us know that we made a very good decision regardless .",1,-1
3572,the price was extremely reasonable for the appetizers and food we ate .,5,1
3574,kenny the owner is always there and he treats my family like we are part of his family .,1,1
3575,they need a kick out of it but until then the sushi is pretty good and the place is consistent .,0,1
3576,they need a kick out of it but until then the sushi is pretty good and the place is consistent .,3,1
3578,all in all the food was above average and i would return to see how they operate with four or less dinners .,0,1
